bird ID,Fruits_pcbiomass,Infructescence_pcbiomass,Catkins_pcbiomass,Leaves_pcbiomass,Dry oct leaf_pcbiomass,BC-index,Standardized BC-index
LM-06-003,89.59503399,4.020100503,0,2.172627845,0,-31.80715942,-1.350530987
LM-06-006,26.20717837,25.54655043,0,41.51740108,40.11441803,74.24789429,3.226999143
LM-06-009,25.45116773,67.87420382,0.013269639,0.026539278,0.013269639,49.90411377,2.176277043
LM-06-011,52.12207916,0,1.430615165,31.02050548,28.73152122,-26.79589844,-1.134235795
LM-06-012,6.91254417,0,0,71.22349823,32.46466431,-3.088775635,-0.110993006
LM-06-015,0,0,0,92.27163309,86.0509312,2.21673584,0.118002575
LM-06-016,94.25745497,5.742545025,0,0,0,-38.1862793,-1.62586547
LM-06-018,34.12929528,60.20384391,0.728013978,4.938846826,2.352941176,-28.52606201,-1.20891282
LM-06-021,0,0,0,75.07055503,68.98714331,-18.39297485,-0.771550241
LM-06-027,19.48110243,0,0.008977467,31.87898375,31.87898375,15.2779541,0.681748648
LM-06-029,0,30.45683079,0,53.00364078,51.61667822,-36.80834961,-1.566391504
LM-06-033,0,0,0,12.32594121,10.57246003,-4.04498291,-0.152264661
LM-06-034,58.012451,9.82245792,0,22.71155176,6.433018215,6.925048828,0.321221976
LM-06-036,46.4177825,28.05355976,0,4.092504899,3.861854997,-16.70941162,-0.698884572
LM-06-037,56.36431504,15.21712082,0,1.281572726,1.269130272,-21.95782471,-0.925415682
LM-06-038,41.76804934,32.50937235,0,3.088644334,2.979804088,5.624481201,0.265087098
LM-06-039,0,0,0,59.2498655,41.05756667,10.66687012,0.482725828
LM-06-040,46.69231764,3.879979307,2.964950854,41.499612,41.49637869,11.23944092,0.507439031
LM-06-041,63.62394163,33.46265525,2.12771149,0.783251592,0.619769173,-48.0776062,-2.052793234
LM-06-042,70.92118869,14.31461583,9.229870071,0.008991593,0,13.80239868,0.618060977
LM-06-046,62.86590822,0,0,0.703055094,0,-13.96707153,-0.580520157
LM-06-048,8.915396283,0.00257076,0,44.57955217,35.31196175,-39.87237549,-1.698640466
LM-06-049,41.12856548,39.55361041,6.358716071,7.579280862,3.205759604,-30.2052002,-1.281387496
LM-06-077,0,0.731773421,0,83.04273195,62.99575391,-4.504455566,-0.172096342
LM-06-080,0,0,0,99.31422407,96.97950378,7.793609619,0.358710649
LM-06-081,20.08487547,0,0,59.68878994,55.05542415,-0.640167236,-0.005306588
LM-06-082,43.15588656,0,0,32.0596544,31.56528598,3.212158203,0.160966825
LM-06-083,35.87929401,0,0,20.25362949,19.95012469,9.48425293,0.431681907
LM-06-084,26.61219359,0,3.040715134,30.94908862,30.58174454,-23.93063354,-1.010565721
LM-06-085,92.43902439,0,0,1.424903723,0,-18.47174072,-0.77494992
LM-06-086,9.17287645,0,0,48.31309042,47.12296348,-1.956604004,-0.062126408
LM-06-087,12.65257088,2.472369053,0,16.63382989,9.221528111,-24.38241577,-1.030065468
LM-06-089,16.62241635,0,0,4.256594724,3.9068745,12.14233398,0.546409548
LM-06-090,14.39794893,0,0,21.88554208,21.78808642,8.633422852,0.394958524
LM-06-091,10.6004081,0,0,30.49240472,30.49034359,29.35998535,1.289554878
LM-06-093,18.71584699,76.12021858,4.234972678,0.027322404,0,-37.17349243,-1.582151736
LM-06-094,27.42149491,0,0,62.29544449,44.49358691,-20.78076172,-0.87461149
LM-06-099,62.5154321,24.47016461,12.23765432,0.776748971,0.771604938,-16.42645264,-0.686671545
LM-06-100,58.20368676,36.07007452,5.137926526,0,0,-27.2237854,-1.152704179
LM-06-109,100,0,0,0,0,8.936035156,0.408019825
LM-06-110,80.08086253,0,0,19.91913747,19.90566038,20.27276611,0.897333872
LM-06-111,35.5341689,0,0,64.4658311,64.4658311,13.41235352,0.601225914
LM-06-131,30.14366342,0,0,61.8778861,58.13237558,-24.6343689,-1.040940226
LM-06-135,98.21093457,0,0,1.222945077,0,-10.74072266,-0.441265038
LM-06-136,99.98491704,0,0,0.010055304,0.005027652,-28.8560791,-1.223156961
LM-06-142,87.60886571,1.606258149,0,6.868318123,6.868318123,-30.81799316,-1.307836761
LM-06-181,28.55691057,0,22.80778165,32.38966318,32.38966318,14.96051025,0.668047191
LM-06-187,38.52668779,0,0,1.346575676,0,7.144805908,0.330707094
LM-07-003,50.72135587,0.371183117,0.119058736,47.83359791,47.81258754,-19.31488037,-1.022164688
LM-07-004,49.94034091,8.448863636,6.602272727,20.63352273,18.68465909,7.61050415,0.142804458
LM-07-005,38.00601602,17.18189396,6.048635524,38.7634545,38.36117856,-3.881988525,-0.354436329
LM-07-006,34.68090723,9.86212918,11.62054052,38.17133343,38.10635749,-7.278991699,-0.501413018
LM-07-007,49.47908054,0.529188027,0,33.21206108,32.02138802,0.846984863,-0.149829851
LM-07-008,50.03050641,0,44.35631483,4.301403295,1.006711409,12.20257568,0.341487661
LM-07-009,0,0,38.5674451,10.05576856,10.05576856,-3.862670898,-0.353600521
LM-07-010,26.61700473,0,0,25.97379286,24.94166218,-9.420623779,-0.594074102
LM-07-011,60.60836864,31.81320512,1.399533489,2.922835245,2.922835245,37.94985962,1.455484431
LM-07-018,100,0,0,0,0,-4.429382324,-0.378120183
LM-07-019,0.01022704,0,0,23.74718756,3.998772755,-10.86434937,-0.656539162
LM-07-021,87.67816277,7.716706147,3.697755651,0.907375437,0.907375437,0.254333496,-0.175471845
LM-07-022,66.43532019,1.21311093,3.394377697,19.66056223,18.05085734,17.30322266,0.562175182
LM-07-023,69.61595273,0,4.822747415,23.65583456,22.58493353,3.88079834,-0.018567135
LM-07-024,28.86504707,54.40046039,9.52850742,5.890574259,5.890574259,34.63961792,1.312261613
LM-07-025,93.23361108,0,0,6.324666198,6.244352977,24.10882568,0.85663031
LM-07-027,66.03515179,1.506505364,0,26.46427756,26.46427756,14.13912964,0.425275717
LM-07-028,45.31348494,21.00082432,7.255653073,23.96515218,23.69684333,31.57843018,1.179814506
LM-07-029,32.53603844,0,56.49759744,10.96636412,9.941270689,48.13516235,1.896167587
LM-07-030,67.28069656,0,0,4.578570159,4.359414796,31.83499146,1.190915034
LM-07-037,0,0,0,21.35481206,20.57591314,-23.80389404,-1.216388931
LM-07-038,0,0.060006001,0,86.94869487,86.94869487,7.913482666,0.1559133
LM-07-041,49.50569305,0,0,40.68316629,40.67634826,12.17285156,0.3402016
LM-07-042,88.62742896,0,0,11.37257104,11.37257104,-6.21383667,-0.455327409
LM-07-043,69.76445396,9.388532001,9.921484654,10.92552938,10.92552938,-31.63201904,-1.555085082
LM-07-044,35.84756899,28.58081472,8.002628121,26.78055191,26.78055191,36.89645386,1.409907172
LM-07-045,100,0,0,0,0,11.86334229,0.326810194
LM-07-046,30.24932806,0,0.596551799,6.070406223,5.493520967,25.09280396,0.899203679
LM-07-049,32.32904536,50.92324737,10.26343325,0.747830369,0.597033298,-30.49810791,-1.506024632
LM-07-053,0.826777974,0.080269706,0,10.37084604,0,-36.86865234,-1.781656265
LM-07-054,11.15788596,0,3.542847616,29.29726576,22.31160387,15.20675659,0.471468277
LM-07-055,0,0,0,9.396255522,3.148446813,-23.12805176,-1.187147551
LM-07-056,0,0,0,6.882758621,3.572413793,3.786010742,-0.02266827
LM-07-059,35.77271551,0.012943308,0,25.3274657,24.6052291,44.9967041,1.76037725
LM-07-060,0,0,0,23.8360908,0,-15.67791748,-0.864805763
LM-07-061,98.59923144,0,0,1.400768563,0,-0.629577637,-0.213715652
LM-07-064,5.965292842,0,0.054229935,93.92624729,68.1670282,15.29238892,0.475173295
LM-07-066,45.27524133,0,0,51.36446648,51.36446648,22.7013855,0.795735195
LM-07-068,80.07799318,0,0,15.34365743,15.33990776,8.48425293,0.180608574
LM-07-070,96.24931806,0,0,0.709219858,0,-20.40426636,-1.069298688
LM-07-073,91.08576935,0,0,3.597815612,1.855123675,-3.800079346,-0.350892399
LM-07-077,0,0,0,4.283088235,0,15.30548096,0.475739742
LM-07-078,77.11874922,0,3.114530339,2.487901725,0,16.51824951,0.528212083
LM-07-079,99.7536693,0,0,0.246330699,0,-12.26818848,-0.717278471
LM-07-080,35.48120301,0,0,14.12781955,11.69172932,-44.11856079,-2.095334966
LM-07-081,58.36009509,0,0.938399299,25.06985861,25.06985861,4.561706543,0.01089343
LM-07-082,14.43286476,0,0,2.605428987,2.605428987,36.01403809,1.371728065
LM-07-088,66.46362487,0.861969889,0,1.643489254,1.643489254,16.17019653,0.513153023
LM-07-092,36.01018509,0.166487122,5.082753893,16.24718441,15.97297033,43.42419434,1.69234014
LM-07-093,71.35018291,0,0,0,0,23.43084717,0.827296502
LM-07-094,18.34761218,0,0,57.20586988,7.337348376,-30.19485474,-1.492903906
LM-07-095,41.01610905,0,0.061957869,0,0,9.666046143,0.231740718
LM-07-096,37.22983965,0,0,2.672554032,0,-4.483673096,-0.380469159
LM-07-097,96.41949778,0,0,0.862629247,0.862629247,4.556610107,0.010672925
LM-07-098,53.20923017,2.036067481,0,1.977894124,0.655419818,6.677093506,0.102418977
LM-07-102,14.69299747,0,10.90081457,5.171469642,2.758573482,-12.93692017,-0.7462122
LM-07-103,0.240553273,0,0,3.072065751,0.340783803,37.69641113,1.444518583
LM-07-105,0.133464181,0,0,1.385672228,0,-4.839202881,-0.395851715
LM-07-106,59.88715246,2.79891607,7.947585285,9.88158432,9.766509522,46.97106934,1.84580127
LM-07-108,0,0,6.389148737,12.04864359,0,2.147277832,-0.093570629
LM-07-109,0,0,0,0.60947023,0,10.54147339,0.269617456
LM-07-110,0,0,0,0.578865726,0,-8.056304932,-0.535044699
LM-07-111,68.52996506,0,0,2.548190858,2.545747722,33.97344971,1.283438797
LM-07-112,45.86202802,0,0,15.30515317,15.29921634,-21.41320801,-1.112952136
LM-07-114,82.11965812,0,0,1.811965812,0,0.295471191,-0.173691958
LM-07-118,20.47817048,0,0,54.57380457,54.53915454,-3.223297119,-0.325937008
LM-07-121,0.329151362,0,0,0.806182321,0.00477031,37.14544678,1.420680243
LM-07-122,0,0,0,5.898013516,5.898013516,19.49295044,0.656917201
LM-07-129,34.88098736,0,22.66529533,30.34969145,24.16397297,10.67797852,0.275523565
LM-07-142,67.21046681,0,4.797286383,9.853012437,0,14.94900513,0.460316255
LM-07-146,9.807602065,0,0,49.20225246,27.05302675,3.805603027,-0.021820579
LM-08-001,0,68.88002169,9.557199861,0,0,1.820861816,-0.737647538
LM-08-002,0,78.16439738,14.2713061,0,0,-8.044067383,-1.122976312
LM-08-004,32.76595745,42.12765957,25.10638298,0,0,-3.744537354,-0.955034647
LM-08-005,15.0536849,75.83814185,5.821342488,0.321379008,0,-15.90106201,-1.429874217
LM-08-006,14.8856936,40.61756491,23.6422882,13.6598738,13.39091755,-33.01412964,-2.098318686
LM-08-008,62.92771816,14.63859081,18.89046366,0,0,31.18148804,0.409192328
LM-08-009,22.27615965,12.8802589,42.63214671,0,0,69.3817749,1.901313497
LM-08-012,43.09109519,32.42351871,17.43432276,0,0,-3.078979492,-0.929037644
LM-08-014,3.416391251,45.18548776,33.12042779,3.067325188,2.517731813,64.14761353,1.696864692
LM-08-017,0,85.79698438,6.327409801,0,0,29.36071777,0.338072186
LM-08-018,8.369781312,18.03180915,60.24850895,0.487077535,0,15.92858887,-0.186593086
LM-08-019,10.18155927,50.86151655,28.8501246,5.40761837,5.393378426,38.65731812,0.701201767
LM-08-020,34.98203924,30.94777563,16.06797458,2.638850511,2.638850511,-28.55410767,-1.92410813
LM-08-022,21.68348511,2.116662565,1.452128969,54.09795717,48.5109525,77.43908691,2.216035893
LM-08-023,14.09313725,21.73516843,59.39542484,0.395927602,0.395927602,28.00091553,0.284957671
LM-08-024,88.55807889,1.868955775,4.73758557,0,0,-26.79107666,-1.85524331
LM-08-033,23.32210999,12.31200898,12.7328844,45.60044893,45.32547699,30.2611084,0.373241867
LM-08-034,87.17826501,2.85986654,3.836987607,0,0,43.7555542,0.900341266
LM-08-035,14.32585478,45.14228371,32.96681241,2.884381048,2.642104509,56.42852783,1.395353575
LM-08-041,6.906544313,18.81188119,22.02366578,0,0,35.27212524,0.568974541
LM-08-043,10.08476544,76.16697631,11.87296795,0,0,-41.9078064,-2.445709882
LM-08-044,52.50614513,3.045848028,16.38345624,1.314523886,0,15.01794434,-0.222163289
LM-08-046,54.03467268,16.36417403,6.291354009,14.87820205,14.83014823,15.79522705,-0.191802261
LM-08-048,5.190428042,62.01550388,32.79406808,0,0,-7.14956665,-1.088036693
LM-08-049,11.30382775,30.22328549,5.940988836,0,0,44.00027466,0.909900162
LM-08-050,0,22.43610482,70.72144937,0.113231964,0,-6.095153809,-1.046850831
LM-08-051,0,11.11528351,75.74164476,1.088997371,0,15.11550903,-0.218352366
LM-08-054,27.40136707,9.530519247,43.87216693,8.526202183,8.484230723,6.740264893,-0.545493341
LM-08-055,0,31.32451767,5.614567527,33.68740516,33.68740516,31.89480591,0.43705486
LM-08-057,0,94.84978541,5.150214592,0,0,22.6178894,0.074694139
LM-08-058,18.78990133,0.326465467,0,79.65031921,78.72896111,33.24621582,0.489841567
LM-08-062,41.15489291,48.09490001,8.774109573,0.029582298,0,27.30822754,0.257900952
LM-08-063,27.62270223,6.313053166,14.37766912,39.55561057,37.33366343,18.63363647,-0.080932654
LM-08-065,0,86.75607712,13.24392288,0,0,26.97702026,0.24496384
LM-08-066,0,80.63110797,8.289179324,0,0,-22.48205566,-1.686930924
LM-08-072,20.10150444,12.36179083,9.570418706,0,0,41.0043335,0.792877291
LM-08-073,0,50.11155734,11.24497992,2.186523873,0,-13.60604858,-1.340229913
LM-08-074,61.84678212,12.4328821,13.3555169,5.119866899,5.119866899,38.01852417,0.676250175
LM-08-075,4.495835692,59.77601682,20.31616398,0.885420878,0.218322956,-22.44125366,-1.685337178
LM-08-079,1.531601396,0.930593253,1.434664599,96.10314075,96.10314075,-7.709472656,-1.109906885
LM-08-081,32.92822271,45.33084034,16.81728472,3.02274852,2.565700634,62.63772583,1.637887769
LM-08-083,20.09549194,42.42104658,13.04097716,4.519568177,3.255929896,15.19689941,-0.21517322
LM-08-084,32.43319269,33.98030942,12.47538678,17.36990155,17.36990155,2.226806641,-0.721791143
LM-08-085,8.658256881,8.268348624,60.71100917,0,0,18.41040039,-0.089652361
LM-08-086,1.470530721,1.73256678,95.33419375,1.087254097,1.087254097,63.5447998,1.673318505
LM-08-087,1.581457114,36.88054566,60.90420716,0,0,21.48937988,0.030614026
LM-08-095,35.36464635,17.80882191,13.50786492,29.88670113,29.88670113,11.57421875,-0.35667683
LM-08-096,64.35171083,3.53335364,32.11493553,0,0,31.80395508,0.433506184
LM-08-098,24.89631473,39.89957341,14.90105463,0.186633487,0.106647707,21.59002686,0.034545344
LM-08-100,2.102496715,30.48620237,6.254927727,6.517739816,6.517739816,7.293487549,-0.523884204
LM-08-112,60.52469136,10.95679012,3.179012346,21.91358025,21.91358025,3.755218506,-0.662090657
LM-08-113,44.94101633,15.11645493,2.797943134,30.96642468,30.85299456,32.43719482,0.458240826
LM-08-114,38.71569704,14.79326747,36.37028906,10.12074643,9.476765459,32.24569702,0.450760832
LM-08-115,34.68085106,27.29349186,27.32790989,0.750938673,0.438047559,27.99267578,0.284635822
LM-08-117,10.66330814,21.04889233,22.70877737,4.81818769,4.727765937,36.38092041,0.612284602
LM-08-118,30.18862032,41.41839985,28.22434576,0.168634064,0,38.71429443,0.703427289
LM-08-120,22.73271675,29.49630714,45.00632111,2.012775301,2.012775301,3.425537109,-0.674968167
LM-08-123,5.036366131,43.51585014,44.26375738,1.111568547,0.823384109,82.49987793,2.41371277
LM-08-124,7.684538839,35.13441259,34.9324224,17.70384673,17.45729987,30.18786621,0.370380993
LM-08-125,8.109126536,36.980933,42.06797799,6.451126686,6.164744894,36.38208008,0.612329899
LM-08-133,44.21171353,13.33279626,32.0067671,8.531378394,7.419640699,9.680755615,-0.430636391
LM-08-136,12.65368852,42.90471311,37.03893443,3.765368852,3.637295082,15.52325439,-0.202425641
LM-08-137,25.03919451,8.89454064,31.3974149,24.09155837,24.09155837,-16.81787109,-1.465685211
LM-08-138,8.982379849,66.04172222,23.99540522,0.125125638,0,-13.04705811,-1.318395482
LM-08-140,13.36173509,29.55073586,51.70410534,3.292021689,2.672347018,40.15719604,0.759787704
LM-09-001,5.615479921,46.43247577,25.887326,2.867866774,1.268129145,17.12634277,-0.146620861
LM-09-002,41.58842836,45.36294939,10.3007404,0.286237692,0.099229066,30.27697754,0.355619983
LM-09-004,51.41413705,23.48547001,24.42247075,0,0,28.30090332,0.280150989
LM-09-005,86.05692357,2.714707032,6.37103365,2.97764986,0,37.83840942,0.644401476
LM-09-006,36.09943503,42.0700565,13.94350282,0.036158192,0,45.16497803,0.924213216
LM-09-007,33.13881671,28.04446905,1.341738723,20.07496699,14.02649402,44.31765747,0.891852878
LM-09-009,78.14930016,16.36858476,5.482115086,0,0,20.14648438,-0.031277496
LM-09-010,27.4811463,33.85620915,22.21216692,0,0,-3.417541504,-0.931220081
LM-09-011,93.72976657,5.452376896,0,0,0,-10.14660645,-1.188212335
LM-09-012,40.57623049,47.79911965,1.960784314,0.260104042,0,-14.38320923,-1.350014027
LM-09-013,32.75722387,12.989468,23.18390494,0,0,19.02011108,-0.074295242
LM-09-014,26.60729341,32.52508878,13.1047593,18.21561217,18.19933661,21.49511719,0.020228648
LM-09-015,52.19753905,31.25921014,15.63513115,0.541556145,0.447612732,45.83892822,0.949952302
LM-09-016,17.51045723,72.63522285,8.429251406,0.475984422,0.418289341,12.43084717,-0.325948302
LM-09-017,77.61422515,10.26848799,11.65803109,0,0,48.66079712,1.05772336
LM-09-018,6.004756243,90.27348395,1.46254459,0.606420927,0.606420927,-4.356628418,-0.967085103
LM-09-022,0,0,98.99986766,0,0,20.85940552,-0.004050056
LM-09-026,0,0,100,0,0,50.46264648,1.126538467
LM-09-032,91.19258662,1.643835616,6.817082998,0,0,13.81036377,-0.273262664
LM-09-034,5.927622866,39.66066507,7.252031356,8.769731897,0,7.629394531,-0.509322387
LM-09-036,19.92665933,36.01393473,2.871287129,40.52805281,40.52805281,25.4944458,0.172968513
LM-09-039,0,20.57382785,42.2773168,0.289913026,0,26.13952637,0.197605028
LM-09-042,15.10657856,60.61362887,21.0434119,0.249752849,0.117938845,69.58172607,1.856722436
LM-09-043,17.86336927,22.91370748,49.7608797,0,0,19.85873413,-0.042267074
LM-09-044,32.4688956,31.46024269,22.42844708,0.035840459,0,23.60083008,0.100648722
LM-09-045,43.56369533,8.694615348,40.7735966,4.635856346,4.635856346,21.66729736,0.026804446
LM-09-046,11.67623476,53.59396499,12.02732837,0.635764103,0.488684348,39.90744019,0.723420609
LM-09-047,23.68693594,5.237461163,47.25551117,0,0,-5.665222168,-1.0170621
LM-09-048,6.26697582,28.55912554,58.97316992,0.867837032,0.741967539,8.279571533,-0.484491233
LM-09-049,4.712236762,6.471571076,29.04514549,1.231616735,0.990917964,25.67477417,0.179855502
LM-09-050,1.766891937,4.758441009,29.60866518,1.667702644,1.466017748,27.38574219,0.245199725
LM-09-051,33.31374853,0,43.06698002,3.525264395,0,-52.88989258,-2.820637271
LM-09-054,72.19288983,1.746744104,3.893875396,0.285990848,0,34.09124756,0.501292206
LM-09-055,68.5874142,0.663321221,30.04556728,0.074984138,0,52.84069824,1.217359538
LM-09-056,49.98456075,42.95970357,0,0,0,54.84683228,1.293976558
LM-09-058,78.52709168,0,8.172766068,0,0,56.8057251,1.368789371
LM-09-069,0,90.23698264,3.212616822,0,0,-0.135437012,-0.805871993
LM-09-071,60.92314587,1.859735604,34.12502801,0.056016133,0,18.63201904,-0.089117012
LM-09-073,13.85145722,57.91287997,26.46505798,1.770604826,0,12.11871338,-0.337869121
LM-09-078,4.557229905,60.33495092,33.56441785,0.054730543,0,49.63043213,1.094755056
LM-09-081,43.02499068,37.6888288,17.73591943,0.664397613,0.1538605,51.64004517,1.171504944
LM-09-084,1.802336129,0.368421787,23.103814,6.667178364,6.614845723,16.11328125,-0.185311075
LM-09-085,31.40296782,23.92561187,22.50915398,3.488148005,2.794372712,1.690307617,-0.736144292
LM-09-087,0.973556702,41.52369113,32.00155769,0.041188937,0,14.38830566,-0.251190267
LM-09-088,8.218800161,73.60553772,13.21980337,0.290930979,0,32.01266479,0.421908269
LM-09-089,0.120282187,15.26948854,37.96931217,0.446208113,0.08324515,41.62927246,0.789179754
LM-09-090,0,57.6326994,26.11934758,0.270311579,0.182973427,2.968841553,-0.687315321
LM-09-092,6.378400533,6.073853966,48.13885046,4.833467106,4.029122621,-7.854278564,-1.100665177
LM-09-093,1.350113379,40.21133787,35.82086168,0.109297052,0,25.83950806,0.186146915
LM-09-099,3.018257291,69.85084603,10.43726035,15.46768917,15.11239315,22.85107422,0.072014513
LM-09-102,28.55351919,35.91427377,29.63703659,0.841740792,0.420870396,-2.826416016,-0.908644185
LM-09-103,91.50398406,1.374501992,3.585657371,0,0,24.73526001,0.143974162
LM-09-104,57.85973934,3.976416349,37.87126518,0,0,57.10003662,1.380029534
LM-09-105,52.86224126,2.655246253,2.633832976,1.206281228,0,47.29550171,1.005580849
LM-09-106,31.41854451,7.997783524,35.62984854,3.546361286,2.710565201,8.083496094,-0.491979624
LM-09-107,18.93380795,40.3424019,18.38291381,4.415628443,0,23.0894165,0.081117133
LM-09-108,0,91.06688024,5.293700601,0.449019247,0,5.33480835,-0.596955792
LM-09-109,4.199811821,45.35967839,47.6007185,1.300145411,0,33.43557739,0.47625126
LM-09-114,0,0,0,0.264741276,0,0,0
LM-09-122,0,50.21123132,21.24678001,0,0,13.537323,-0.283690467
LM-09-127,0,56.30495038,30.36390189,2.744911036,0,34.52185059,0.517737528
LM-09-128,49.38520009,24.52492734,26.08987257,0,0,8.340667725,-0.482157885
LM-09-134,0,57.83122707,41.157766,0,0,-1.928192139,-0.874339779
LM-09-137,8.546296093,51.64410907,34.63926119,0.612016584,0,-25.45526123,-1.772870934
LM-09-138,12.18873415,17.22718769,60.63188526,0,0,13.00466919,-0.304033249
LM-09-139,29.13222339,39.84553887,24.24224784,0.089261458,0,12.10098267,-0.338546281
LM-09-140,37.56084656,31.16931217,30.69312169,0,0,5.89831543,-0.575434681
LM-09-142,0,41.92143526,49.20706527,0.105840303,0,18.22198486,-0.104776781
LM-09-143,0,61.58169177,25.5967555,0.158362302,0,39.94403076,0.724818053
LM-09-144,0.757083442,62.69495711,2.564769084,0.051988563,0,75.28179932,2.074416079
LM-09-146,73.43276036,0,21.43579373,4.423660263,4.423660263,19.26715088,-0.064860452
LM-09-147,35.23671096,0,64.55564784,0.207641196,0,18.19732666,-0.105718512
LM-09-165,0,0,10.95761803,3.433476395,0,72.61453247,1.972549487
LM-09-166,0,49.32613809,42.24712882,0.874498409,0,37.53442383,0.632791848
LM-10-001,0,0,0,91.74461674,35.75240128,-51.91525269,-1.814625573
LM-10-005,0,0,0,77.95119183,17.09704881,-14.19088745,-0.234541248
LM-10-011,48.2796395,0,6.094706966,24.61783598,24.61783598,12.01602173,0.863134648
LM-10-012,11.99227343,0,0,15.79653378,10.60793046,-6.517791748,0.086846221
LM-10-013,88.33167207,0,0,11.66832793,11.66832793,32.03967285,1.701824897
LM-10-018,34.18282548,10.47091413,8.36565097,44.26592798,44.26592798,-5.321411133,0.1369566
LM-10-023,74.91212082,10.7114959,5.50709543,6.047389663,0,-1.565307617,0.294280925
LM-10-024,73.07372275,0,9.435846231,12.36478615,6.465302047,-13.46234131,-0.204026106
LM-10-027,23.79923761,0,0,31.30241423,21.44218551,-0.159545898,0.353161228
LM-10-031,100,0,0,0,0,-11.65667725,-0.128395901
LM-10-032,56.17609605,2.378570129,7.335819538,7.886119702,7.886119702,22.32797241,1.295050508
LM-10-034,57.10642533,0,0.304783231,11.56310257,1.741618461,-57.57028198,-2.051486368
LM-10-038,77.19346298,0.419976262,16.88121976,2.145530905,1.698164886,-12.77642822,-0.17529665
LM-10-040,98.73493647,0,0,0.659796063,0.659796063,46.74862671,2.317909152
LM-10-045,61.47112909,3.273262229,6.601691798,25.0974623,25.0974623,23.35205078,1.337944011
LM-10-048,6.643511676,16.28731895,3.199822643,2.106118829,0,18.23291016,1.123528903
LM-10-049,66.08863198,33.91136802,0,0,0,-38.5418396,-1.254480418
LM-10-051,13.68334701,4.59392945,7.202625103,1.132075472,1.132075472,10.32232666,0.792194262
LM-10-053,22.37837838,63.45495495,13.99099099,0.175675676,0,-10.25689697,-0.069766131
LM-10-054,16.45187826,41.89744996,35.90622429,5.744447491,5.744447491,-18.09796143,-0.398188967
LM-10-055,21.07294118,2.371764706,55.79294118,14.92705882,14.92705882,-9.473632813,-0.036959126
LM-10-058,68.86817577,0,24.66932978,6.462494452,6.462494452,-8.461669922,0.00542692
LM-10-059,0,55.03836317,44.96163683,0,0,-27.18939209,-0.778983369
LM-10-061,82.47468076,3.522677235,14.00264201,0,0,28.03646851,1.534150759
LM-10-066,73.28580097,0,1.415857605,16.70206311,16.45934466,9.695678711,0.765947125
LM-10-067,73.10453937,0,0,26.89546063,26.89546063,-37.50509644,-1.211056451
LM-10-068,80.5070672,0,0,5.476621028,5.476621028,31.06036377,1.660806555
LM-10-069,35.7937051,6.303455354,5.242901129,11.03318508,11.03318508,2.608886719,0.469116976
LM-10-074,2.468718296,0,0,97.5312817,97.5312817,-48.24850464,-1.6610439
LM-10-075,60.93366093,0,0,31.28583129,4.340704341,18.02331543,1.114750032
LM-10-078,16.57394295,1.461662958,0,30.36617439,26.87639086,7.788238525,0.686054029
LM-10-079,16.10822433,3.099802903,0,20.53395449,20.03225228,-13.17379761,-0.191940459
LM-10-085,47.40391099,0,0,52.59608901,52.59608901,26.40875244,1.465973902
LM-10-091,69.40361786,0,0,11.64499717,11.64499717,-9.181793213,-0.02473543
LM-10-093,50.35606282,29.5385816,8.386173707,11.39726206,11.16964199,13.44219971,0.922870086
LM-10-094,28.00726532,45.16608416,20.41995762,4.516058012,4.177560063,17.02435303,1.07290851
LM-10-097,33.4956888,0,8.517080234,11.16303561,8.517080234,-13.87341309,-0.22124384
LM-10-099,14.39656746,0,0,0,0,9.393676758,0.753297779
LM-10-100,67.27646454,32.72353546,0,0,0,-2.553161621,0.252904679
LM-10-102,90.83746717,0,0,2.509483513,0.992121389,-7.366088867,0.051315312
LM-10-107,50.88194274,29.60866355,13.91418492,0.845024202,0.467634753,14.64437866,0.973223329
LM-10-119,21.70850506,0,0,4.578493818,0.734357437,14.6807251,0.974745699
LM-10-122,34.3451729,27.42919731,29.9796589,1.157878266,1.157878266,0.442840576,0.378392174
LM-10-131,0,0,0,19.09250679,0.078109744,17.4967041,1.092692926
LM-10-134,6.088560886,0,0,20.74620746,0,-15.01852417,-0.269206796
LM-10-136,59.44444444,0,0,32.59259259,0,-6.779510498,0.075884136
LM-10-137,69.19334692,19.9723884,1.932811781,1.203076721,1.203076721,50.13705444,2.459833384
LM-10-139,0,0,38.98963731,5.116580311,1.06865285,11.94256592,0.860057953
LM-10-140,6.108360644,16.70734258,21.73488599,32.20138066,3.165748553,-32.22610474,-0.989945983
LM-10-191,43.84711556,36.39680555,6.087821805,13.50496262,13.33401373,41.35366821,2.091941417
LM-10-198,23.76774194,0,0,34.14193548,0,16.11499023,1.034819867
LM-10-199,68.22498712,11.81992196,7.185452404,1.306780534,1.152175514,-26.02328491,-0.730140992
LM-10-200,1.760498808,0,0.757992542,29.39054954,23.88287793,-14.03585815,-0.228047848
LM-10-204,49.35911362,23.33260917,3.682381056,23.62589615,0,17.13964844,1.077737656
LM-10-208,45.44201275,21.19593314,11.64914699,4.01516457,2.774427021,16.09375,1.03393022
LM-10-220,22.58278797,2.999065099,20.76465089,34.31210943,33.61216356,-48.84500122,-1.686028148
LM-10-222,6.84166434,53.58838313,10.51382295,2.611002513,2.611002513,-23.60400391,-0.628809453
