"","Notes","BirdID","Phase","CollYear","CollMonth","CollDay","Sex","Age","WeightNE","DigestivTrLength..SI.LI.2xceca.","Gut...rectum..SI.","Caecum","ceca.weight","ceca.Gut.length","SI.weight","SeqRun","richness","shannon","simp.even"
"470","1","LM-12-410","early",2012,10,5,"F","J",435,196,91,47,10.8,23.98,20.91954023,3,265,3.40677180064833,0.060992405825751
"471","1","LM-12-195","early",2012,10,2,"M","J",513,187,90,43,8.38,22.99,17.54385965,3,300,3.71283462829529,0.0691112296591477
"472","1","LM-12-011","early",2012,9,30,"M","J",489,196,92,46,9.41,23.47,18.81390593,3,283,3.71936431604719,0.0695799920797281
"473","2","LM-12-043","early",2012,10,2,"F","J",477.25,189,95,41,8.59,21.69,19.9057098,3,263,3.55876191817048,0.0794392740867339
"474","1","LM-12-146","early",2012,10,6,"M","A",520.63,195,98,43,8.26,22.05,18.82334864,3,257,3.45932938898734,0.0688182496516286
"475","1","LM-12-196","early",2012,10,2,"F","A",492.21,179,89,39,7.92,21.79,18.08171309,3,264,3.5883250830762,0.0646219754494747
"476","2","LM-12-374","early",2012,10,6,"M","A",525.62,189,93,42,7.99,22.22,17.69339066,3,328,4.11020042506598,0.104555213467946
"477","1","LM-12-144","early",2012,10,6,"M","A",474.85,174,87,38,8,21.84,18.32157523,3,304,4.13592875152746,0.120737673669742
"478","1","LM-12-082","early",2012,10,2,"M","J",497.28,198,95,46,9.25,23.23,19.10392535,3,295,3.56472896798242,0.0590224792411174
"479","2","LM-12-048","early",2012,10,2,"M","J",560.67,197,93,46,8.2,23.35,16.58729734,3,247,3.2525351449515,0.0453721577260402
"480","2","LM-12-051","early",2012,10,2,"M","J",500.4,191,91,44,8.79,23.04,18.18545164,3,281,3.38104409790037,0.0412209048697737
"481","2","LM-12-375","early",2012,10,6,"M","A",549.8,175,82,41,7.46,23.43,14.91451437,3,282,3.49884010412125,0.049744374353932
"482","2","LM-12-383","early",2012,10,6,"M","A",497,195,95,44,8.85,22.56,19.11468813,3,249,3.00781844049551,0.0313292716469332
"483","2","LM-12-394","early",2012,10,6,"M","A",530,195,96,44,8.3,22.56,18.11320755,3,331,3.91086298886403,0.082552509582393
"484","2","LM-12-141","early",2012,10,6,"M","A",518.29,193,91,45,8.68,23.32,17.55773795,3,300,3.890572301886,0.0963232250131846
"485","2","LM-12-199","early",2012,10,2,"F","J",493.77,202,94,48,9.72,23.76,19.03720356,3,295,3.99998348950888,0.09145842086555
"486","2","LM-12-045","early",2012,10,2,"M","J",479.59,200,96,46,9.59,23,20.01709794,3,265,3.74270366512636,0.0831742022709801
"487","2","LM-12-050","early",2012,10,3,"F","J",474.16,192,96,42,8.86,21.88,20.24633035,3,295,3.37578701727916,0.0347264642028344
"488","3","LM-12-058","early",2012,10,3,"M","A",488,171,86,37,7.58,21.64,17.62295082,3,299,3.53421865044447,0.0563589378188019
"489","1","LM-12-193","early",2012,10,2,"F","J",499.43,198,96,45,9.01,22.73,19.22191298,3,252,2.55122645751522,0.0218404946398034
"490","1","LM-12-142","early",2012,10,6,"M","A",517,186,90,42,8.12,22.58,17.40812379,3,341,3.96642355270393,0.0860434019618656
"491","1","LM-12-173","early",2012,10,5,"M","A",511.59,203,93,49,9.58,24.14,18.1786196,3,233,2.3731546411098,0.0150688289475211
"492","2","LM-12-167","early",2012,10,1,"M","A",510,190,90.5,44,8.63,23.16,17.74509804,3,278,3.85140598653073,0.095087311483119
"494","1","LM-12-163","early",2012,10,1,"M","J",506,206,99,48,9.49,23.3,19.56521739,3,267,3.08526254778657,0.0367276825965734
"495","1","LM-12-198","early",2012,10,2,"M","J",541.56,199,101,43,7.94,21.61,18.64982643,3,292,3.85741789084239,0.0942549615728323
"496","1","LM-12-213","early",2012,10,5,"M","A",529,185,88,43,8.13,23.24,16.63516068,3,299,3.86722252831926,0.0784581695892955
"497","2","LM-12-069","early",2012,10,5,"F","A",453.67,183,89,41,9.04,22.4,19.61778385,3,288,3.6109859112318,0.0620709801139918
"498","1","LM-13-029","early",2013,10,1,"F","A",476.61,180.5,90,39.5,8.29,21.88,18.88336376,4,237,3.6800839801501,0.0750753475506093
"499","2","LM-12-008","early",2012,9,30,"F","J",473.2,200,97,46,9.72,23,20.49873204,3,174,1.82217593859585,0.0175622036989924
"500","2","LM-12-060","early",2012,10,4,"M","A",516.35,197,92,47,9.1,23.86,17.81737194,3,246,3.58067000530942,0.0712490538638892
"501","1","LM-12-192","early",2012,10,2,"M","A",548.57,197,96,44,8.02,22.34,17.50004557,3,284,3.63291295822323,0.0734309487072098
"502","1","LM-12-079","early",2012,10,2,"F","J",516.49,210,100,49,9.49,23.33,19.36145908,3,276,3.70922588664143,0.0730080754571558
"503","2","LM-12-092","early",2012,10,5,"F","A",455,191,95,42,9.23,21.99,20.87912088,3,273,2.71683094198166,0.0191971234573928
"504",NA,"LM-12-059","early",2012,10,4,"M","J",549.15,186,93,41,7.47,22.04,16.93526359,3,286,3.96811697348202,0.108898226978776
"505","1","LM-12-176","early",2012,10,5,"M","A",529.24,187,91,42,7.94,22.46,17.19446754,3,189,2.22010086130738,0.0198495819826927
"506","2","LM-12-067","early",2012,10,4,"M","A",602.3,202,98,46,7.64,22.77,16.27096131,3,263,3.88752993610597,0.114583791630675
"507","2","LM-12-068","early",2012,10,4,"M","A",562,187,92,42,7.47,22.46,16.37010676,3,288,3.86461951741344,0.092415428584956
"508","1","LM-12-028","early",2012,10,1,"M","A",544.1,194,97,43,7.9,22.16,17.82760522,3,225,2.8976476693312,0.0360544203556469
"509","1","LM-13-193","early",2013,10,2,"F","A",435.93,168.5,87,35,8.03,20.77,19.9573326,4,254,4.08267146512582,0.145142897095658
"510","1","LM-13-171","early",2013,9,28,"M","J",551,200,102,43,7.8,21.5,18.51179673,4,245,3.73549918508989,0.102409579291975
"511","2","LM-12-071","early",2012,10,1,"M","A",530.84,202,95,47,8.85,23.27,17.89616457,3,304,3.67475936428014,0.0641318476990707
"512","2","LM-12-062","early",2012,10,3,"M","J",544.14,201,90,50,9.19,24.88,16.53986107,3,302,2.97015475444045,0.0230413605687361
"513","1","LM-12-064","early",2012,10,3,"M","J",521.27,194,90,46,8.82,23.71,17.26552458,3,254,3.56536311950907,0.0662407179859042
"514","1","LM-12-072","early",2012,10,1,"M","A",570.55,191,98,40,7.01,20.94,17.17640873,3,274,3.41510519928678,0.0462246049502523
"515","2","LM-12-035","early",2012,10,1,"M","A",564.62,196,101,42,7.44,21.43,17.88813715,4,275,3.95574008072371,0.11065862590338
"516","2","LM-12-036","early",2012,10,1,"M","A",524.84,183,96,38,7.24,20.77,18.29128877,4,266,3.83885636577754,0.066930020235325
"517","2","LM-12-005","early",2012,9,30,"M","J",544,200,92,48,8.82,24,16.91176471,4,267,3.89867333824746,0.103126051805235
"518","2","LM-12-055","early",2012,10,2,"F","J",458.31,204,105,44,9.6,21.57,22.91025725,4,237,3.90007539778049,0.113336942418545
"519","2","LM-12-087","early",2012,10,4,"F","J",516.43,193,97,42,8.13,21.76,18.78279728,4,296,3.94774616644843,0.083940084611449
"520",NA,"LM-12-070","early",2012,10,5,"F","J",461.95,198,95,46,9.96,23.23,20.56499621,4,226,3.30795083271035,0.059215638667969
"521","1","LM-12-088","early",2012,10,4,"F","J",481.27,195,93,46,9.56,23.59,19.32387225,4,259,3.47483717619595,0.0504622540567049
"522","1","LM-13-030","early",2013,10,1,"M","J",527.91,193.5,94,44,8.33,22.74,17.80606543,4,265,3.72018607493353,0.0703379145261842
"523","3","LM-12-010","early",2012,9,30,"F","J",451.17,204,95,48,10.64,23.53,21.05636456,4,231,3.16407086918966,0.0387777524873818
"524","2","LM-12-014","early",2012,9,30,"F","A",452,192,93,44,9.73,22.92,20.57522124,4,268,3.46904348507025,0.0491621103099339
"525","2","LM-12-016","early",2012,9,30,"M","A",533,176,86,39,7.32,22.16,16.13508443,4,248,3.7975685176432,0.0981947741319724
"526","3","LM-12-019","early",2012,9,30,"F","A",483.55,194,94,44,9.1,22.68,19.43956158,4,247,3.72469161872955,0.0935380973007534
"527","1","LM-13-001","early",2013,9,29,"F","J",471.05,199.5,100,44,9.34,22.06,21.22916888,4,185,2.2974269163257,0.026468262117671
"528","1","LM-13-006","early",2013,9,29,"F","A",475.42,195,100,41.5,8.73,21.28,21.03403307,4,228,3.17226560335877,0.0494056645173383
"529","1","LM-13-234","early",2013,10,3,"F","J",440.74,195.5,94,45,10.21,23.02,21.32776694,4,246,3.20249905214559,0.0322525457093162
"530","1","LM-13-231","early",2013,10,2,"M","J",528.19,192.5,99,41,7.76,21.3,18.74325527,4,243,3.83633989829542,0.107136610312543
"531","1","LM-12-001","early",2012,9,30,"F","J",387.21,NA,NA,43,11.11,NA,NA,4,243,3.57451041714423,0.0851428288817085
"532","2","LM-12-002","early",2012,9,30,"F","J",455.67,187,87,44,9.66,23.53,19.0927645,4,240,3.46472307520645,0.0643089567427565
"533","1","LM-12-020","early",2012,9,30,"M","J",469.9,194,92,45,9.58,23.2,19.57863375,4,217,3.78187599724819,0.109685106946619
"534","1","LM-12-040","early",2012,10,5,"M","A",529.91,195,93,45,8.49,23.08,17.55015003,4,264,3.83704254746035,0.098730632949566
"535","1","LM-12-032","early",2012,10,1,"F","J",497.87,199,95,46,9.24,23.12,19.08128628,4,236,3.23895621045579,0.0378987779058615
"536","1","LM-13-154","early",2013,9,30,"F","J",427.52,179,90,39.5,9.24,22.07,21.05164671,4,235,2.91221476867678,0.0262607216982792
"537","1","LM-13-157","early",2013,10,2,"M","A",566.74,174.5,88,37.5,6.62,21.49,15.52740234,4,199,2.21070196802636,0.0195812968138957
"538","1","LM-13-158","early",2013,10,2,"M","A",527.89,182,84,43,8.15,23.63,15.91240599,4,210,2.88635205141866,0.03691438089982
"539","1","LM-12-056","early",2012,10,3,"M","J",502,190,94,42,8.37,22.11,18.7250996,4,232,3.67991574116651,0.0804071378141697
"540","1","LM-12-057","early",2012,10,3,"M","J",529.76,194,94,44,8.31,22.68,17.74388402,4,213,3.33845581622804,0.0791532401147624
"541","1","LM-13-233","early",2013,10,3,"F","J",491.61,191,92,44,8.95,23.04,18.71402128,4,234,3.13590937868234,0.0510871113201118
"542","1","LM-13-160","early",2013,10,2,"F","J",471.09,201.5,100,45,9.55,22.33,21.22736632,4,231,3.55243056502462,0.0797668655079229
"543","1","LM-13-242","early",2013,10,3,"F","J",447.39,188,93,42,9.39,22.34,20.78723262,4,250,3.54939585364301,0.0599443177256279
"544","1","LM-13-190","early",2013,10,1,"M","J",471.71,179.5,87,40.5,8.59,22.56,18.44353522,4,226,3.32405366098115,0.0616515529493726
"545","1","LM-12-009","early",2012,9,30,"M","J",489,207,99,48,9.82,23.19,20.24539877,4,250,3.60425284436268,0.0655960956184004
"546","1","LM-12-029","early",2012,10,1,"M","J",481.76,187,90,43,8.93,22.99,18.68150116,4,261,3.88871559126061,0.0943844370108791
"547","1","LM-12-030","early",2012,10,1,"M","J",518.39,190,89,45,8.68,23.68,17.16854106,4,241,3.5726040406262,0.0645387374486358
"548","1","LM-12-004","early",2012,9,30,"F","J",445.68,186,94,40,8.98,21.51,21.091366,4,260,3.95236162389335,0.117583043332696
"549","1","LM-13-201","early",2013,10,2,"F","J",493.06,189,102,38,7.71,20.11,20.68713747,4,258,3.68179280798622,0.0922086811713761
"550","1","LM-13-192","early",2013,10,2,"M","J",498.26,182.5,90,41,8.23,22.47,18.06285875,4,240,3.33079371590203,0.0583250617993428
"551","1","LM-13-178","early",2013,9,29,"M","J",553.17,196.5,96,44,7.95,22.39,17.35452031,4,247,3.85208990958664,0.109540114690872
"552","1","LM-13-176","early",2013,9,28,"F","A",551,185.5,97,38,6.9,20.49,17.60435572,4,239,3.53762322653632,0.0701385036431137
"553","1","LM-13-174","early",2013,9,28,"F","A",521.57,183,93,39,7.48,21.31,17.83078014,4,237,3.38646767464511,0.0488748182850832
"554",NA,"LM-13-166","early",2013,10,2,"M","A",555.52,179.5,92,38,6.84,21.17,16.56105991,4,254,3.57598532709206,0.0744854066252477
"555","1","LM-13-182","early",2013,9,29,"F","A",476.7,NA,NA,41,8.6,NA,NA,4,219,3.38965175891933,0.0556266875252522
"556","1","LM-13-183","early",2013,9,29,"F","J",482.36,187.5,91,43,8.91,22.93,18.86557758,4,223,2.84220737051573,0.0351065630497136
"557","1","LM-13-121","early",2013,10,1,"M","A",497.83,183,90,40.5,8.14,22.13,18.07846052,4,252,3.94205003640739,0.118833038336377
"558","1","LM-13-185","early",2013,9,29,"M","A",586.04,177.5,90,38,6.48,21.41,15.35731349,4,232,2.93694499046433,0.0289482013901694
"559","1","LM-13-123","early",2013,10,1,"F","J",442.41,193,98,41.5,9.38,21.5,22.15139802,4,271,3.95412799564624,0.109596158563512
"560","1","LM-13-167","early",2013,10,2,"M","J",557.5,185.5,91,42,7.53,22.64,16.32286996,4,267,3.9847772549971,0.111847489736142
"561","1","LM-13-153","early",2013,9,30,"F","A",508,182.5,91,40,7.87,21.92,17.91338583,4,184,2.48682891546012,0.0309202344263483
"562","1","LM-13-151","early",2013,9,30,"M","A",523.58,168,87,35,6.68,20.83,16.6163719,4,243,3.73464000942504,0.0813618516130926
"563","1","LM-13-025","early",2013,10,1,"M","A",570.42,179.5,91,38,6.66,21.17,15.95315732,4,193,2.31888391148672,0.0193560183499576
"564","1","LM-13-155","early",2013,10,1,"M","A",543.55,133.5,99,11.5,2.12,8.61,18.21359581,4,251,3.4554221928178,0.051405007378345
"565","1","LM-13-028","early",2013,10,1,"M","J",517.81,192,95,42.5,8.21,22.14,18.34649775,4,133,2.2668810135672,0.0344684756802003
"566","1","LM-13-017","early",2013,9,29,"M","A",533.06,180.5,88,41,7.69,22.71,16.50846059,4,216,3.57242256693713,0.0839937865513535
"567","1","LM-13-036","early",2013,10,1,"M","A",496.17,180,90,39.5,7.96,21.94,18.13894431,4,188,2.48348885888125,0.0306888821607422
"568",NA,"LM-13-031","early",2013,10,1,"M","A",499,177,91,38,7.62,21.47,18.23647295,4,240,3.39253641400217,0.0550997437545297
"569","1","LM-13-011","early",2013,9,29,"F","J",465.95,191,92,44,9.44,23.04,19.74460779,4,239,3.16840356726022,0.0357934930922584
"570","1","LM-13-037","early",2013,10,1,"F","A",510.8,186.5,93,41,8.03,21.98,18.20673453,4,250,3.49255083349041,0.0592464465224524
"571","1","LM-13-024","early",2013,10,1,"M","J",514.19,200.5,102,43,8.36,21.45,19.83702522,4,152,2.36749058447998,0.0386228156154864
"572","1","LM-13-168","early",2013,10,2,"F","A",497.55,192,94,43,8.64,22.4,18.89257361,4,216,2.92770570560313,0.0379427306579432
"573","1","LM-13-161","early",2013,10,2,"M","J",558.14,186,92,41,7.35,22.04,16.4833196,4,159,2.20816331231366,0.0321207735348899
"574","1","LM-13-122","early",2013,10,1,"F","J",443.22,188.5,87,45,10.15,23.87,19.62907811,4,203,3.12039033517179,0.0560678783046133
"575","1","LM-13-108","early",2013,10,1,"F","J",467.27,195.5,96,44,9.42,22.51,20.54486699,4,197,3.78266984391141,0.12352621376291
"576","1","LM-13-132","early",2013,10,2,"M","A",505.28,185,88,43,8.51,23.24,17.41608613,4,238,3.77194024593415,0.104441227915262
"577","1","LM-13-098","early",2013,9,30,"M","J",501.43,179,89,39.5,7.88,22.07,17.74923718,4,266,3.85260637947863,0.0949038739550683
"578","1","LM-13-051","early",2013,9,28,"F","J",483.63,194,93,45,9.3,23.2,19.22957633,4,220,3.65267448441811,0.0891079304896629
"579","1","LM-13-147","early",2013,9,30,"M","J",483.86,168.5,87,35,7.23,20.77,17.98040756,4,195,2.65137615392669,0.0258787294418241
"580","1","LM-13-148","early",2013,9,30,"M","A",532.62,181,91,39,7.32,21.55,17.08535166,4,242,3.80211686587081,0.0836960688979605
"581","1","LM-13-100","early",2013,10,1,"F","A",519.23,185,96,39.5,7.61,21.35,18.48891628,4,225,2.86768123637638,0.028319251332165
"582","1","LM-13-164","early",2013,10,2,"M","A",553,174,87,38,6.87,21.84,15.7323689,4,240,3.71084346071087,0.0921334975442743
"583","1","LM-13-162","early",2013,10,2,"M","J",568,202.5,97,47,8.27,23.21,17.07746479,4,247,3.2352899539163,0.0351194330741591
"584","1","LM-13-081","early",2013,9,28,"F","A",508,191,96,41,8.07,21.47,18.8976378,4,210,2.78611909997908,0.0357817613111999
"585","1","LM-13-064","early",2013,9,28,"M","A",504.52,191,93,43,8.52,22.51,18.4333624,4,233,3.73266932982147,0.0914096139143235
"586","2","LM-13-008","early",2013,9,29,"M","A",487,183,88,42,8.62,22.95,18.0698152,4,238,3.1038314224651,0.0396892921088734
"587","1","LM-13-016","early",2013,9,29,"M","A",575.49,191.5,94,42,7.3,21.93,16.33390676,4,253,3.80667440425969,0.0933014240997655
"588","1","LM-13-009","early",2013,9,29,"M","A",563.57,182,87,42,7.45,23.08,15.43730149,4,231,3.35034166792635,0.0589715311034954
"589","1","LM-13-015","early",2013,9,29,"M","J",524,204,105,44,8.4,21.57,20.03816794,4,208,3.34218094146143,0.0749404828954565
"590","1","LM-13-007","early",2013,9,29,"F","A",506.2,191.5,89,45,8.89,23.5,17.58198341,4,241,3.75603760706164,0.0992574752947074
"591","1","LM-14-083","early",2014,10,4,"M","A",488.46,181,88,41,8.39,22.65,18.01580477,4,239,3.94870131820611,0.131853046185849
"593","1","LM-13-021","early",2013,10,1,"F","J",475,199.5,101,43.5,9.16,21.8,21.26315789,4,191,2.60866747326966,0.0361702080863739
"594","1","LM-13-022","early",2013,10,1,"M","A",509.51,165,84,34.5,6.77,20.91,16.48642814,4,214,2.71288034441959,0.0270968766511729
"595","1","LM-14-082","early",2014,10,2,"M","J",497,175,84,40,8.05,22.86,16.90140845,4,194,2.86414650865547,0.0383902830259367
"596","1","LM-14-180","early",2014,9,30,"M","J",522.84,193,92,44.5,8.51,23.06,17.59620534,4,220,3.57052748229297,0.0832191943900071
"597","1","LM-13-057","early",2013,9,28,"F","J",471.77,197,96,44.5,9.43,22.59,20.34889883,4,188,3.5074265580957,0.101551425454551
"598","1","LM-13-063","early",2013,9,28,"F","J",485.12,192,94,43,8.86,22.4,19.37664908,4,236,3.65981920890455,0.0901674312018843
"599","1","LM-13-070","early",2013,9,29,"M","A",567.45,183,91,40,7.05,21.86,16.03665521,4,281,3.91999127339557,0.1051434667971
"600","1","LM-13-145","early",2013,9,30,"M","A",538.17,179,88,40,7.43,22.35,16.35171043,4,228,3.62252085262342,0.0871335834981948
"601","1","LM-13-084","early",2013,9,28,"F","A",478.26,174,87,38,7.95,21.84,18.19094217,4,293,4.00728445807909,0.10754577705033
"602","1","LM-13-135","early",2013,10,3,"M","A",554.79,175,86,39,7.03,22.29,15.50136088,4,244,3.5931205060956,0.0670167295253245
"603","1","LM-13-136","early",2013,10,3,"F","A",452.1,178.5,90,39,8.63,21.85,19.9071002,4,199,2.53118264545411,0.0276340713162226
"604","1","LM-14-042","early",2014,10,2,"F","J",477,191,90,44.5,9.33,23.3,18.86792453,4,220,2.37591427991056,0.0214364970301126
"605","1","LM-14-016","early",2014,9,30,"F","J",455,184.5,97,38,8.35,20.6,21.31868132,4,214,2.64721121599617,0.0293017452048997
"606","1","LM-14-022","early",2014,10,1,"M","J",531.83,203.5,107,42,7.9,20.64,20.11921103,4,219,3.63407114776248,0.105014910211791
"607","1","LM-14-030","early",2014,10,1,"F","J",443.89,175.5,86,39,8.79,22.22,19.37416928,4,209,2.54017026603816,0.027434092536245
"608","1","LM-14-163","early",2014,10,5,"M","A",537.57,169.5,82,38,7.07,22.42,15.25382741,4,246,3.6604471582081,0.0756995115680489
"609","1","LM-13-103","early",2013,10,1,"M","J",562,213,101,50.5,8.99,23.71,17.97153025,4,244,3.55047264734876,0.0762159790687196
"610","1","LM-13-111","early",2013,9,30,"M","J",534.85,195.5,99,42.5,7.95,21.74,18.50986258,4,205,3.59976034124202,0.101745859980386
"611","1","LM-13-105","early",2013,10,1,"F","A",476,177,84,40,8.4,22.6,17.64705882,4,251,3.74307468461145,0.0737692850953989
"612","1","LM-13-109","early",2013,10,2,"F","J",494.42,NA,NA,NA,NA,NA,NA,4,239,3.69751768069379,0.0840794403394394
"613","1","LM-13-077","early",2013,9,29,"F","J",509.97,182,86,41.5,8.14,22.8,16.86373708,4,246,3.82641784731708,0.094361661466039
"614","1","LM-13-075","early",2013,9,29,"M","J",548.45,201,106,42,7.66,20.9,19.32719482,4,239,3.61475048558743,0.0841953831707858
"615","1","LM-13-055","early",2013,9,28,"M","A",535.75,192,92,44,8.21,22.92,17.17218852,4,219,2.6229762210679,0.0224844390949634
"616","1","LM-13-115","early",2013,10,3,"M","J",511.12,186.5,88,44,8.61,23.59,17.21709188,4,228,3.87768477698098,0.13041536846133
"617","1","LM-13-134","early",2013,10,2,"F","J",465.11,173,89,37,7.96,21.39,19.13525833,4,236,3.65403877641192,0.0849046449195874
"618","1","LM-13-083","early",2013,9,28,"F","J",434,199,94,46,10.6,23.12,21.65898618,4,184,2.03097245484622,0.0186653181792798
"619","1","LM-13-138","early",2013,10,3,"M","J",522.12,203,99,46,8.81,22.66,18.96115835,4,247,3.55317810605402,0.0590797451552083
"620","1","LM-14-077","early",2014,10,1,"M","J",531.29,188.5,97,40,7.53,21.22,18.25744885,4,253,3.99360930006077,0.128306803575457
"621","1","LM-13-142","early",2013,9,30,"M","J",484.08,191,94,42.5,8.78,22.25,19.41827797,4,259,3.88183558230886,0.108261189902152
"622","1","LM-13-091","early",2013,9,29,"M","A",536.1,183,88,42,7.83,22.95,16.41484798,4,262,3.97636808017031,0.119860772878068
"623","1","LM-13-092","early",2013,9,29,"F","J",478.32,192.5,93,44,9.2,22.86,19.44305068,4,179,2.51546378656219,0.0304981373658259
"624","1","LM-13-054","early",2013,9,28,"M","A",498.68,181,86,42,8.42,23.2,17.24552819,4,225,3.80549168325868,0.114227915010644
"625","1","LM-14-068","early",2014,9,30,"F","A",441.44,169.5,83,37,8.38,21.83,18.80210221,4,229,3.1360016510906,0.0440568209926115
"626","1","LM-14-065","early",2014,9,30,"F","J",415.89,191,95,42.5,10.22,22.25,22.84257857,4,170,2.11030433044846,0.0229871857953211
"627","1","LM-14-040","early",2014,10,2,"M","A",488,171.5,85,38,7.79,22.16,17.41803279,4,231,2.60802225348353,0.0227717551871065
"628","1","LM-14-037","early",2014,10,2,"F","J",511.04,192.5,94,43,8.41,22.34,18.39386349,4,241,3.72635520578097,0.0982618116630065
"629","1","LM-14-015","early",2014,9,30,"M","A",544,196.5,96,44.5,8.18,22.65,17.64705882,4,240,3.1577419728323,0.0384538481357987
"630","1","LM-14-033","early",2014,10,2,"M","J",474.41,166,85,35,7.38,21.08,17.91699163,4,222,3.12945330647233,0.0465206183208056
"631","1","LM-14-046","early",2014,10,2,"M","J",501.02,197,93,46.5,9.28,23.6,18.56213325,4,189,2.79049868009479,0.0478391836450936
"632","1","LM-14-049","early",2014,10,2,"F","J",449,186,90,42.5,9.47,22.85,20.04454343,4,205,2.58558064789985,0.0317518020419419
"633","1","LM-14-048","early",2014,10,2,"F","J",447,194,95,44.5,9.96,22.94,21.25279642,4,204,2.85238266833008,0.0428696042275918
"634","1","LM-14-036","early",2014,10,2,"M","A",516.84,186.5,88,43.5,8.42,23.32,17.02654593,4,222,3.79354227510075,0.110958630544108
"637","1","LM-14-045","early",2014,10,2,"M","A",528.67,171,84,38,7.19,22.22,15.88892882,4,229,2.95177273231927,0.0378486507262479
"638","1","LM-14-124","early",2014,10,1,"M","J",461.71,186.5,93,41,8.88,21.98,20.1425137,4,221,3.66014104614572,0.0765698804069024
"639","1","LM-14-127","early",2014,10,2,"M","J",513.89,199.5,98,45,8.76,22.56,19.07022904,4,253,3.08330155740103,0.0331383654444419
"640","1","LM-14-011","early",2014,9,30,"M","A",507.38,188.5,90,44,8.67,23.34,17.7381844,4,236,3.03875419287661,0.0373170965294064
"641","1","LM-14-013","early",2014,9,30,"F","A",498.45,181,93,38.5,7.72,21.27,18.6578393,4,245,3.76446785428413,0.096816404772602
"642","1","LM-14-225","early",2014,10,5,"M","A",457.49,162.5,81,35.5,7.76,21.85,17.70530503,4,204,2.62112925138215,0.0275742436205794
"643","1","LM-14-226","early",2014,10,5,"F","A",460.37,151,76,32.5,7.06,21.52,16.50846059,4,250,2.92299216002892,0.0282736603044321
"644","1","LM-14-223","early",2014,10,5,"M","A",551.87,193.5,92,45,8.15,23.26,16.67059271,4,255,3.91480589886927,0.112551209526359
"645","1","LM-14-230","early",2014,10,4,"F","J",475.3,191,92,44,9.26,23.04,19.35619609,4,226,3.52471180422017,0.0791898211041443
"646","1","LM-14-034","early",2014,10,2,"M","A",515.25,178.5,87,40.5,7.86,22.69,16.88500728,4,228,3.74565357310449,0.109065281276448
"647","1","LM-14-035","early",2014,10,2,"F","A",477.71,167,84,36,7.54,21.56,17.58388981,4,211,3.67937919338065,0.113327095036728
"648","1","LM-14-154","early",2014,10,4,"F","J",475.68,181.5,89,41,8.62,22.59,18.71005718,4,206,2.71267834648866,0.0286294014072575
"649","1","LM-14-152","early",2014,10,4,"F","A",464.03,178,89,39,8.4,21.91,19.17979441,4,214,3.21212507601073,0.0444061518869192
"650","1","LM-14-151","early",2014,10,4,"M","A",508.91,155,78,33,6.48,21.29,15.32687509,4,236,3.04175899478905,0.0299511146235318
"651","1","LM-14-073","early",2014,10,1,"M","A",535.9,NA,NA,NA,NA,NA,NA,4,226,2.68473817891906,0.0245486559081972
"652","1","LM-14-142","early",2014,10,3,"M","A",498.84,181.5,92,39,7.82,21.49,18.44278727,4,226,3.8344387435323,0.127727795261134
"653","1","LM-14-150","early",2014,10,4,"F","J",454.46,NA,NA,NA,NA,NA,NA,4,249,3.19751235175906,0.0357234663275969
"654","2","LM-14-058","early",2014,10,4,"F","J",466.22,193,92,45.5,9.76,23.58,19.73317318,4,266,3.8799336343889,0.0962750984947104
"655",NA,"LM-14-207","early",2014,10,2,"F","A",453.21,168,87,34.5,7.61,20.54,19.19639902,4,241,2.8115827405129,0.0220939673176806
"656","1","LM-14-196","early",2014,10,2,"M","A",508.2,166.5,83,36.5,7.18,21.92,16.3321527,4,265,3.83065789101997,0.0939979364027813
"657","1","LM-14-183","early",2014,10,1,"M","J",460.22,168,84.5,37,8.04,22.02,18.36078397,4,221,2.93624207145778,0.034986157753834
"658","1","LM-14-197","early",2014,10,2,"F","A",441.67,173,88,37,8.38,21.39,19.92437793,4,245,3.65177100924984,0.0798320419134445
"659","1","LM-14-203","early",2014,10,2,"M","A",474,184,90,41.5,8.76,22.55,18.98734177,4,208,2.52955651473244,0.02865446523996
"660","1","LM-14-217","early",2014,10,4,"M","J",464.67,183,88,42,9.04,22.95,18.93817118,4,254,3.78462153398701,0.101315908237698
"661","1","LM-14-242","early",2014,10,5,"M","J",496.12,193,91,45,9.07,23.32,18.34233653,4,207,3.10556428655417,0.0418733533716727
"662","1","LM-14-182","early",2014,9,30,"M","J",525,192,93,43.5,8.29,22.66,17.71428571,4,229,3.84283960249652,0.115805193238286
"663","1","LM-14-181","early",2014,9,30,"M","J",509.09,185.5,90.5,42,8.25,22.64,17.77681746,4,261,3.35188986658935,0.0451003569926999
"664","1","LM-14-184","early",2014,10,1,"F","J",413.5,159.5,80,34.5,8.34,21.63,19.34703748,4,222,2.71221375447357,0.0254831177928184
"665","1","LM-14-188","early",2014,10,2,"M","J",494.1,202.5,100,45,9.11,22.22,20.23881805,4,244,3.67703889540799,0.0834102590154388
"666","1","LM-14-212","early",2014,10,3,"F","J",440.97,199,97,45,10.2,22.61,21.99696124,4,224,3.10566367057601,0.0416626517339233
"667","1","LM-14-186","early",2014,10,2,"F","A",451.89,180.5,92,38,8.41,21.05,20.35893691,4,198,2.61281921589432,0.0361902057860072
